labels,text
0,Stroke my face that's resting on your lap.
0,You may be wondering why my site is called 'Spaghetti Wall'.
0,I walk into a life long summer memory that I haven’t seen for two years.
0,I work at a day camp full of little kids.
0,What you are about to read is a “Quick Write”.
0,You think you’ve known yourself forever and will know yourself forever… until you change.
0,Have you ever felt so horrible: like a million knifes stabbing your body all at once.
0,“That’s not fair” I work with a ton of little kids so this statement is too well known.
0,Some people say “It’s not where you are going that matters it’s the journey on the way.” This may be true for some; however there are those who see it through my eyes.
0,Death can be a scary thing.
0,People are always saying “Just be yourself”.
0,Have you ever had the feeling you were alone Even though the whole world is surrounding you they aren’t really with you at all.
3,Election time has rolled around again.
1,it was fun :) Hey dad I’m writing to you not to tell you that I still hate you just to ask you how you feel and how we fell apart how this fell apart.
1,war is every why are we so fixated with it its in present life history lessons n now english lessons.
1,i can't wait for things to get moving i want out of here.
1,i wrote this out all interestin n happy n then lost it.
1,ok so i only set this up to post on joeys blog....hmm that was half hour ago still havnt dun it lol got distracted with makin my own so this seems pretty cool tho dont c who's gona read it but i never get tired of talkin to myself.
1,so im back - yay rnt we all so happy bout that i sure am.
1,actualy im gona carry on writin cos now i feel even shiter and cryin again.
1,today's been crap havnt felt like this for a while.
1,will post properly later shld be in skool but instead listnin to music doin german coursework :s hoobastank are cool for example - running away: I don't want you to give it all up And leave your own life collecting dust And I don't want you to feel sorry for me You never gave us a chance to be And I don't need you to be by my side To tell me that everything's alright I just wanted you to tell me the truth You know I'd do that for you Why are you running away Why are you running away Cause I did enough to show you that I Was willing to give and sacrifice And I was the one who was lifting you up When you thought your life had had enough And when I get close you turn away There's nothing that I can do or say So now I need you to tell me the truth You know I'd do that for you So why are you running away Why are you running away Is it me is it you Nothing that I can do To make you change your mind Is it me is it you Nothing that I can do Is it a waste of time Is it me is it you Nothing that I can do To make you change your mind So why are you running away Why are you running away ...What is it I've got to say...
1,Met Lim this morning then we went to SPC to get help from Raymond.MATHS..no choice la..cos there's a maths quiz coming up and our lecturer is damn boring.
1,Met up with LimWilsonRoy and Theo for breakfast at Mac.
1,Today's lunch was on Addison Mr Rich man.
1,Hmm..we didn't do UWOS tutorial 3 for homework cos we din know that it's supposed to be done..nvm..anyway.... Theodore and I brought our neoprints and prom pics today.
1,It's Sunday..today is the launch of our Chinese service..quite cool.
1,today was great only DBMS and TBCM..haiyo..that HoFM arh..like only know how to say a few phrases.
1,today got CRS test..not too bad la..about media violence..done it before in sec sch just that the passage and questions slightly different.
1,what happened to me this time i just can't concentrate practising piano.
1,now is UWOS prac time..dunno wad we doing also sia..boring..but very bo liao also lor..the whole class share folder den create all the nonsense..tml still got DBMS prac 9-11am..term tests coming up le..thats it..cmi
1,haiz...yesterday slept damn late la..cos install the visual basic..so freaking long sia..damn la..den today cannot wake up..wanwei gimme morn call oso no use..i sleep till 7.15am believe it or not it's true den go school..haiya..same thing la..den hor..ate lunch at KFC..super sinful..i ate shrooms meal change potato to coleslaw..den still buy cheese fries..sure fat de..BUT..i only ate 4 fries den give to wilson and i gave the coke to wilson and theo..so..hmm..not too bad..but damn full.. den janice came in the afternoon..i also duno why ask her to come..cos too late le..can't do anything much..so went FC4 to eat..she eat la..not me and mandy..after eat le den we from SP walk to clementi..went to mr bean to eat tang yuan..nice la..but fattening..got tangyuan beancurdsoya milk and syrup..i was like..oh shit..thats it.. anyway i super full den wanna vomit le..i ate 3 tangyuan den mandy help me eat the last one..den we take bus to eunos den from there take mrt..hai..slept on the bus..really too tired.. i've been eating soooooo much lor..since tue till today..genki sushi on tue LJS+ice cream yesterday den today KFC+tangyuan..cannot la..if this goes on sure die de..but i duno if i okay already anot..cos i like super bloated and the food like cannot digest..den still got wanna vomit that type of feeling + no appetite..but still eat.. nvm la..tml onwards cannot eat junk le..too sinful..it's a good sign i've cut down on sweets..today i drank calamansi lim green tea..so nice
1,hmm..went back to school today..allergy gone..but i know which medicine caused it..carbon compound.. ya went to sch lor..den as usual la..boring vb..same stuffs happen..apple and rockmelon for lunch..haha..oh ya..they got me a card..feel so loved lor..by mi friends..den got some crusaders also sign the card..somemore the person is i dunno who sia..nvm..anyway..thanks pple went rock climb after sch..but din climb..i on mc..hahaha...den went bugis with janice and mandy..we walk and talk..den so indecisive..doc specify wad i can eat and cant mah..den they want fast food..i cant..restaurant..too ex..in the end eat LJS..bo bian already..i damn hungry till wanna vomit lor..after eat le we walked to esplanade..bought hagen dazs ice cream there..super sinful..sure put on weight de..haiya..den we went esplanade rooftop..so cool sia..told them christmas and valentine's day go there again..janice say valentine's day she wanna go with her darling sia..den ps us liao..so bad.. anyway..janice coming sp tml...haha..den can bring her go try the food..mandy picking me from class..hee
1,haiz..didn't go to school today..really cannot make it le..went to see doc in the morn..no choice mah..the doc sae i got food poisoning..ask me what i eat..i say i didn't eat alot..eat fish soup a lot of fruits..he say i cannot take oily food(i hate oily stuff so fattening) no milk(stopped drinking that too..fattening)..strange lor..how on earth did i get food poisoning i suspect it's the watermelons that i'd been eating..weird..in school i and theo always eat watermelon..from same stall oso..i got prob he no prob..nvm..one person suffer enuff..if 2 arh..den cmi.. Theo and Lim called me on hp..but was showering lor..so I called Lim..they best la..the whole group of them..can call me during maths tutorial time..they pon maths tutorial..go plaza sing for yoshinoya..so cool..den lim roy and theo talked to me..walao..miss them sia..miss mi friends so much..wanted to go sch in the afternoon..but scared wait die again..i had 2 days mc standby jus in case i die..i'll miss vb prac today..but Lim says she'll email me the codes thanks sis..
1,jus came back from piano lesson..lesson was like..duh din really practise during the week..plus busy and sick.. my teacher and i talked..den i told her about my eating habits..she say cannot dun eat..she say i thin liao..can see my jawbones clearly..den she say I'm like becoming anorexic...she say wanna complain to my mom..cos last time she in JC that time she got 2 friends anorexic..den admitted to hospital..one friend stay in hospital for 1 year..den repeat studies for 1 yr lor..haiz..duno wads happening to me also.
1,so sian..yesterday still sick den slept early..den today i ignored the morn call wanwei gave me..continue sleeping..den woke up at 8+..skip piano..skip church..if i go out sure die one.. haiz..tml den go for piano lor..but super long lesson la..end later instead of 11.30..nvm..still very irritated about tml outing thingy..gena ask me decide where i wanna go..so irritating..she plan the outing den might as well continue finish planning everything la..so indecisive..might as well dun go out..i dun mind not going out de..anyway she was the one who wanted to go out..she only good at suan-ing me only..nvm lor..want to suan den suan la..like i care liddat..can't be bothered.
1,hmm..my parents left for malaysia last night..which means that i'll be FREE till they come home.
1,went to Jurong East for lunch today with limRoyTheoWilsonJerren.
1,Today we had bible study after school.
2,Well I hate to start off no such a sour note but things haven't been going so great with me lately and here's the dirty.
3,i have developed a pain in my chest that is quite worrying; whether it has arisen from an almost entirely carbohydrate-based diet or from over-stretching during an impromptu kata is unclear; the fact that it is making it harder to sleep is undeniable.
3,i have been given a book to read one that will 'change the way i think'.
3,(it is never good to start on a digression.
3,is getting up at five in the afternoon more acceptable if you went to bed at five in the morning i hope so.
3,we are drinking and talking of unrequited love.
3,in a moment of clarity i looked up the tablature for 'tightrope' by the stone roses.
3,an incident yesterday when a girl i was talking to on messenger clicked 'accept' for webcam feed before realising that she wasn't actually wearing a top.
3,whatever it is they put into freeze pops to make them those colours there should be some sort of warning: may make your life a bit bizarre.
3,five in the afternoon is not a good time to be eating breakfast.
3,hiya i have some observations i'd like to share; like how sometimes it seems easier to go out of your way for people you don't know and how once you start ignoring the 'phone it becomes easier and easier not to ever pick it up.
3,i love the british railway system; who else would write to you to let you know they are going to write to you maybe i should write back: dear sir; thank you for your letter warning me of your impending letter; i was however startled to receive said advance letter without prior notice... i ask for the complaint forms with the tickets these days; it saves time.
3,oh and i meant to say everything's going to be alright.
3,quotes of the day: 'there should be more good stuff everywhere.'
3,let me introduce you to a place i've heard of; a place that does not exist.
3,there is a sign in the window of the local hairdressers that says 'models required'.
3,no toaster let nature do all the hard work a nice crispiness to bread can be achieved by simply placing the bread on a plate out in the open for several hours before consumption.
3,(more of these as i think of them) i) have a shower really late at night wash your hair.
3,you misread a product advertisment saying 'acid free' as 'free acid'.
3,of all the foodstuffs not recommended for the just-before-bedtime slot cheese with chilli sauce has probably got to feature somewhere near the top.
3,the loan adverts that are currently plaguing the television annoy me; i have begun to see the pattern they follow: i) having trouble paying bills ii) problems getting loans elsewhere iii) reduce your monthly payments iv) take your family on holiday or buy a new kitchen v) call now.
3,if lack of sleep leads to an involuntary lowering of defences then therapy this morning indirectly benefitted.
3,the humidity of recent days has lead to increased insomnia but has also lead to the first five minutes of returning home into a game of how fast the vast majority of my clothes can be removed.
3,a slow day; getting things done like cutting your toenails tend not to count as truly productive they are to the working day as shampoo is to the shopping list: something that occasionally has to be done but more of an imposition than anything else.
3,terrestrial british television is currently enjoying the simultaneous playing of great films: 2 has pulp fiction 3 has unbreakable and 4 has the shawshank redemption.
3,it seems that i am a difficult person to get hold of; or so i have been recently told by more than a couple of people.
3,night is the worst; its when i wander more when sounds seem louder and when i still find time to talk to her memory.
3,what an entertaining morning after the insights of therapy and the delight of having already had a shower (joy) i headed off to the shortest film festival in the world (...ever).
3,and no i'm not talking about the incessant rain.
3,i never figured on any of this; that much you should know.
3,the well-meaning drunk: oh sure their heart's in the right place and i'm glad he stopped by to apologise for all the noise and such but at half four in the morning there are better things i can think of doing.
3,quote of the day is good even out of context: 'there are things you don't do.
4,So many things I could talk about today.
4,when I was hanging out with Dino.
4,Ugh finally the only show worth watching on TV has come along.
4,We always hear statistics stating we are an aging nation but how does that really affect us All the advances in health care and medicine have people who might not have otherwise survived living till their 80's and 90's.
4,There are days it seems i have to much to say and no one to say it to.
4,that's what I would truly like to beeeeeee.
4,that's all i want to say to youuuuu.
4,so much and so much and so much...
4,I was thinkin back to a poem I wrote a while ago thought I had saved a copy...and now can't find it...I am going to try to get it back out of the deep recesses of my brain though.
4,Sometimes when you look for something so hard you don't see that what you need might be right in front of you.
4,what the hell is that dammit I just had a flu I don't want another I have to go back to work on Monday IIIICCCCKKKKKYYY I went there today to see what was up and found out they moved my desk or at least they will on Monday...so I will get to unpack all my stuff and set my junk up again lol.
5,I had this conversation with a man the other evening... more of an argument I suppose or at least a debate...
5,Have you ever read 'The picture of Dorian Gray' by Oscar Wilde It is an interesting book... here is an interesting bit I just came across reading today... (I'm rereading the book haven't read it in years) ~~'Only when one is young' she answered.
5,Consistency is the last refuge of the unimaginative.
5,'Scars heal glory fades and all we're left with are the memories made pain hurts but only for a minute life is short so go on and live it.'
5,' Life isn't a journey to the grave with the intentions of arriving safely in a pretty & well preserved body but rather to skid in broadside thoroughly used up totally worn out & loudly proclaiming DAMN what a Ride'
5,First you should read my profile.
5,Ok. Maybe that last entry was typed with rose colored glasses on... he is a very great guy but I never get to see him that much.
5,It never ceases to amaze me how wonderful it is to go to Steven's farm ... out in the middle of nowhere with a half mile long driveway... it is quiet secluded... beautiful... not to mention that Steve is the most wonderful man on the planet...
5,I have the night off... And I'm spending the day and probably the night at Steven's...
5,I have had an on-again off-again relationship with Steven for the last three years.
5,Arwen If I were a character in The Lord of the Rings I would be Arwen Elf the daughter of Elrond.
5,Last night my night off I ended up working from midnight to 4:30 am because my best friend at work pulled a no-show no-call... he showed up at 4 seems he and his girlfriend were fighting all day and he took off too mad to think about coming to work... hmmm... he'd better grow out of that maybe take some anger management classes and maybe get rid of the girlfriend if she's gonna be that much trouble...just because two people have a child together doesn't mean they were meant to be together forever...
5,This place is wearing on me like it did growing up here.
5,Why can't I just learn to say no Last night at work a guy came in I hadn't seen in a while.
5,I have a habit of constantly heading down dead-end roads that I KNOW are dead ends.
3,Even though I am exhausted after today I must get in my rant to get a good night's sleep.
3,Today Travis and I went out to run a few errands and have a nibble afterwards.
3,Because I fear The Wraith and Hoggle equally as much it will probably be a while before a young fellow called Kristensen will hear about my joining the blogging world.
1,'PAinkiller' The past is like a gaping hole No matter how hard you try to run from it You just find that you are running in circles You think of the cause and effect Every action you have made The scar which the past had inflicted cannot be healed Like a wounded bird trapped in a cage You realize that the same mistakes being made Your conscience hunted you You start to doubt yourself Asking yourself the same questions over and over again You felt weak No longer the will to walk on Prayers to god was a momentarily salvation But never was it a cure Painkillers ease but not your pain As you see your love ones One by one Vanishing into the darkness When you tried to grasp and treasure them They were all gone Your eyes were hollow empty without life When you tried to love another Mistakes were repeated Sorrows and misery embedded Deepened and worsened
1,A cup filled with the rainbow of colours Each signify a different meaning Some surfaced to simplicity others hid deep meanings Colours varied in different forms When blue might appear blue Often it does not I was a boy A simple boy My appearance my shell My face my mask My heart is so disguise I fear so much to reveal my true self Will others shy from me Will the people who care for me leave Will I be alone So many questionsso many answers I need to know Fatigue washed over me like a tidal wave Maintaining the cloak sapped my strength The weight of the world weigh down upon me Nothing seems to aid Still I have to carry on Battling against an unseen enemy
1,Time past like a dragging cart I studied the sea of sweaty faces Some delighted in mirth Others solemn and distant While I struggled with my apparent task The weight of the rifle seems to drag me down Blood flowed from cuts Pain and fatigue weakened my determined mind I lick the dry skin of my lips My feet turn from flesh to lead My mind and eyes wandered As sun faded out of view The day ended The weight of responsibilities and rules lifted from my shoulders A young primary student walk past me Reminding me how fortunate they were But still they have to face the inevitable weight of responsibilities And the winding paths of failures
1,“We must not fail our duty let us ride on” Lysandros barked a command as he spurred his steed onwards.
1,The young elf ducked as a blade shimmered past at the same time lashing out and hamstringing his brutish foe.
1,Friends are like ships Anchored their lines by the harbor Each secrete their own goods Revealing only the hull Whether they bring wealth or disasters Cannot be foretold Some anchored for long others drift into the vast empty seas Some grow stale and become constant companions
1,I looked upon the world A pulsing light Growing every minute Daring and brave was I I challenge its unknown might Blood was spilled Tainted the lands A new champion arises Such was its might I was imprisoned Chained to the bounds of eternity Strength and life was drained from me The brightness in my eye flickered and faded Sorrows and agony clenched my heart Fatigue was my constant companion Memories and nightmares haunted me The aura of it presence tremble me every moment Flesh rot and hang from my whitish limbs The seductive allure of hell draws me towards it Writing the last sentence of my life I watched my life flashed before me Like a rat was I Staring at the unassailable titan Witnessing my blade turning to dust My armor my faith swept away with the currents My shield my honor is what I have left Crows and vultures flew the skies covering the sun to an eclipse Jokers and minstrels both sang and mock at my foolishness Perusing his poems And studying mine Looking down at my own demise Drowned my heart and soul
1,'Splinters Love' Dawn of the sun Is the end of night The end of summer Is the onlslaught of winter So many times When you love someone Even loving was painful When the love was broken So much does the splinters of love hurt the heart The birth of love Is the dawn of joy And the end of love Is the renewal of pain
1,'The puppet' His eyes sparkled A smile brightened his face He danced in the lucid night Twirling and spinning He sang songs equal of a bard Graceful was his movements and his soul and body became one Kings and queens were dazzled by his arts Servants and slaves paused in awe Time drags on And kings yawned Time and his mind became mine Strings attached Snapped and torned His purpose was fulfilled And so he was to end A smile faded his off his face
1,'The deer' Eyes darted Ears perked Shuffling sound of dead leaves Fingers of the frigid wind caressed the innocent soul Muscles and sinews tensed Watchful eyes watched its prey And wolves howl in triumphant Dark clouds shrouded the moon Shadows danced back and forth Signalling the end
1,There have been times in my life when I have felt helpless.It is perhaps the most acute pain a person can know founded in frustration andand ventless rage.The nick of sword upon a battling soldier's arm cannot compare to the anguish a prisoner feels at the crack of a whip.
1,'Five for fighting' Song I can't stand to fly I'm not that naive I'm just out to find The better part of me I'm more than a bird I'm more than a plane I'm more than some pretty face beside a train And it's not easy to be me I wish that I could cry Fall upon my knees Find a way to lie 'Bout a home I'll never see It may sound absurd But don't be naive Even heroes have the right to bleed I may be disturbed But won't you concede Even heroes have the right to dream And it's not easy to be me Up up and away away from me Well it's alright You can all sleep sound tonight I'm not crazy or anything I can't stand to fly I'm not that naive Men weren't meant to ride With clouds between their knees I'm only a man in a silly red sheet Digging for kryptonite on this one way street I'm only a man in a funny red sheet Looking for special things inside of me inside of me Inside of me yeah inside of me inside of me I'm only a man in a funny red sheet I'm only a man looking for a dream I'm only a man in a funny red sheet And it's not easy… It's not easy to be me
1,'The hierachical order' Blades tore skies apart Lightning splits the wounded bird Silent winds swept the lands asunder Angry clouds darkened the skies Scythe of reapers plough the cities Lucid dreams haunted in forms of echoing shadows Treachery spoke louder than compassion Every corner was a silent dagger And a coup practiced neater than a courteous bow Even masters contorted in fear While slaves waited for the darkness to descend Shadows rise and fall unendingly
1,Unsurprisingly it is the 14 of june.
1,'Knowledge' Pages withered wise and old Pages flipped dust fluttered high and low Worn and tattered hid its view from common man Centuries flickered in the light of words The wise wrote its course And the lesser ones seek its enchantment
1,'Truth of reality' As I sat on the sun set hill How the scenery seems mundane compared to you Looking into your enchanting eyes The presence of you gladdens my heart And your words sweeten my soul Time stopped parallel to space Holding your warm hands seeped the strands of love You are the one Who I’m willing to sacrifice for upon the altar of love To brave through the flames of hell To don the shinning armor and be your knight To hear your sorrows and despairs To understand and love you But when the dawn of reality shines upon me How I realize This was all an elusive dream There is no everlasting love No true love Every lie renders me apart Leaving me torn and tattered in an inevitable demise Dark devils fed my soul And men mocked my foolishness Winter now prey upon the land Leaving it bare and dead Life faded into the whispering wind
1,'Power of love' They say angels birth from hell And devils warp from heaven No one knew the truth When time fled into space And space into time None shelter it with concern When love seeks to blind the heart of the lonely one None forsee its path As the blinding of love unbind it self The legends of knights in shinning armor reincarnated The soul of saints rebirth And the blessing of the gods shone once again Such awe and splendour Hidden in the seed of love itself
1,'Flashes of life' The winds blew the memories of the dead The past flashes like a train Emotions swelled to pain sadness and joy Familiar faces carved into the graves Something emerged triumphant The icy cold swept up in a torrent devouring the warm and lush air Like a man frozen with no feelings thoughts nor love
1,They say there is nothing we cannot overcome in life What of times when steel of determination were cut open by the blade of love Fallen so many times to dark pits Hurt torn and shattered.
1,It was her face which etched clearly in my mind
1,Love present past and the future Where art thou I left my dreams and hopes As the light shimmer of memories To a new land I am there Smashing the mirror I knew there was no way back Ruins of past and present lay before me Am i to find the one who i love and who love me not in the midst of the sunless lands Where the wind seems an absent vacuum And the air tainted with death My home I do not know There seems not a presence of a smoke nor shadow AS i tread lifeless waste I found a charcoal sheet Upon it wrote ' July 2 Year 3210 '
1,Love never dies a natural death.
1,There were so many times When i look into her eyes but yet she shun them from me So many times Is there an end I knew i must leave But where Perhaps somewhere where I can find love and care or perhaps a dark corner where i can cry alone I do not know..
1,Fatigue reverberate though the ear Deep lines of wrinkles carved in depth Dark lines embedded by the eyes Pensive thoughts swam in the hollow pool Influx of memories flooded like streams of river Yet tainted and impure it was Strands of white brushed softly against the wind And eyes faded to dark thoughts Where death stalks in the shadow Wisdom and knowledge dwindled into the vast ocean
1,Standing by the window Watching the bright stars shine their light Seeing her face in my mind Listening to the song of the nightingale Feeling the soft caress of the wind Dwelling in solitude -- Pieces of puzzle Fixed on piece by piece I knew so many answers Yet I fear to face them -- Call me a liar a fool But I hear not of them If there was a chance to spin the wheels of time To reach the tunnel of past and present To staunch wound which bleed in my heart -- I would still say
1,When I saw everything cumbling before me
3,I'm at work eating lunch right now.
3,WellI just got out of my last class of the semester.
3,I can't believe that no one has commented on my Zelda post.
3,Yesterday I was driving somewhere and Mongolia crossed my mind.
3,I've just checked out the page for the new Zelda game and I have to say that I can't wait for it to come out.
3,Read this and rejoice (unless you live in South Carolina) That's right folks coming soon to a South Carolina near you Christian Fundamentalism They plan to break away from the nation to form an independant christian country lets all pray that they get it.
3,Lately I've been having the more boring lame dreams ever.
3,Sometimes I fancy myself as a fiction writer.
3,I just read this story and I have to say that I don't normally get this pissed of at the sad state of affairs anymore but this one really got me going.
3,Unluckily for you you have somehow landed here on my blog.
3,After reading this news story I knew I had to write about it for a couple different reasons.
3,It's strange to think that every person is like a walking universe.
3,This is kind of a continuation of a previos story line in my blog and has to do with my job.
3,I've been working on my new game for a little while now it's coming along okay.
3,Yesterday was all in all a pretty good day.
3,Well today is my last day of forced vacation from work and I'm kinda glad to go back because the heat is killing me.
3,I don't want to make a habit of posting news stories but this is one I felt I just had to share.
3,I have a meeting with my boss in about 10 minutes.
3,It's funny how much time can change you without you realizing it.
3,I just got back from see the new Harry Potter movie and I guess I'll say some words about it.
3,All my life I've had lucid dreams dreams which you can control however when I have them it's fairly rare that I realize that I'm dreaming at the time.
3,As you may have noticed by the fact that it is plainly stated above I am in a bad mood.
3,Last sunday was the anniversary of the day of my birth.
3,For those that don't know and since everyone that reads this knows me I'm talking to no one that's likely to see this I play in a pool tournament every thursday night.
3,So today I did stupid shit like waking up and going to work and coming home and stuff then I did something pretty cool.
3,Last night I was sitting on the can and had the thought that it might be a good idea to write about something that happened to me years ago just over ten years ago in fact.
3,Well I've been working on my new game Earth Defender C for the past few weeks.
3,Well I'm trying to sign up for classes and I'm having some problems.
3,I just read this and found it pretty sad.
3,As the title suggests I had a great weekend I'm just sorry that it had to end.
3,I know no one care about this but I will post about it anyways.
3,So this week I took a break from doing absolutely nothing with my life to go to Linuxworld and try to waste my time getting cheap Linux related junk that will collect dust in my house.
3,I was telling Miss Macy about my idea that the Smurfs were communist propaganda and she told me to write it in my blog so here it goes... First off you have Papa smurf.
2,What does everyone think of the new 'Shpiel of the Week' column at the side Basically it's where I use a keyword and spin a paragraph around it.
2,Big Event E-Gene had his knee operation today to fix his torn ligament (soccer soccer soccer...the bane of all knees...) Went with him in the morning and checked into St Vincent's Private.
2,It hasn't been a good day.
2,SOMEONE PLEASE HELP ME I can't seem to see my flooble on my Mac.
2,I have given up Given up on writing my essay So I just had KFC for dinner I'm gonna watch a DVD now WoopeeDOO ----------------------------------------------------------- As you can tell I'm learning and testing HTML as i go along.
2,I'm supposed to be doing my essay now but am obsessed with fiddling with my Blog's appearance.
2,All rites... Well then things are starting to heat up for me now..lotsa essays and stuff.
2,Bras 'n Things Woohoo...went shopping again today.
2,It's been awhile... Yep i'm back to blogging again...it's been quiet mostly 'coz i've been tied up with assignments n essays n stuff.
2,Something Wrong with Blogger Is somthing wrong 'Coz I've fiddled around with the blog but it seems kooky.
2,FINISHED 2 essays The major ones at least.
2,Freedom of Speech I chanced upon this Blog as how web surfing usually goes by clicking link to link to link.
2,We interrupt our regularly scheduled programme to bring you this groundbreaking news story ----------------------------------------------------------------------------- This morning at 2.30 am Miss Sarah Wong a 22 year-old woman was admitted to the Royal Melbourne Hospital after having an allergic reaction to the anti-flatulence medicine Mylanta.
2,Chest Pains Part Deaux Why do I seem to always hurt the ones I love the most Why do I lash out Sometimes I just wish that they'd disappear.
2,Chest Pains My heart is thumping really quickly now.
2,Yet another one Yep this confirms it.
2,Quizzes Here are a couple I took recently.
2,Chaddy and Dandenongnongnenong I had a truly wonderful time today.
2,Conversations with my sis Tess: Namu Me: er..namu Tess: Namunamunamu Me: You have namu-itis... Tess (shock horror): Namu is NOT a disease It's a way of life (Note to readers: I still have absolutely no idea what Namu is.
2,Tess and Tas In the last few weeks I can safely say I was never for a moment bored.
2,The Name Game I like the name Aidan (Ay-dun).
2,It's one of those days It's one of those $&^$(&^& days when you just hate everything and everyone and everything around you.
2,Drew drew a picture of drool... Yeppers this week is Drew Barrymore week.
2,Coffee Tea or Me Thaaaaaaat's right.
2,Daisies and Daffodils Oh yesterday was wonderful.
2,The Big Issue I saw him at Flinder's Street Station today.
2,Why I don't have a regular job any longer.
2,Regret Ever had one of those moments where you coulda shoulda woulda done something if you weren't frozen by nervousness or inertia One of those moments where you miss an opportunity and it never really quite comes round again Today one of the vendors for The Big Issue came up the tram.
2,It's been awhile... Yep sorry haven't been on for awhile mostly coz v.v.
2,A new dawn awaits All right I have a new job up and it's starting tomorrow Excitment - it's just a simple cafe job and I'm not sure what my duties exactly are but it's in school and it's income so I'll try my best.
2,New Feature Check out my brand new guestbook located at the top bar of this page next to 'blog home' and 'contact goldfish'.
2,Tribute Yes the weather is fine today on the red carpet.
2,New Additions I have just composed my first limerick all in the space of 5 minutes on Friday after Evie told me we were going Doncaster for Yum Cha My First Limerick There once was a girl from Doncaster Who liked to eat chips wood and plaster She fell ill one day Got taken away Leaving her house looking somewhat lacklustre Geddit Geddit She was eating her house that's why she was ill and...and... (silence from the audience) Sigh unfortunately My First Limerick hasn't quite taken off...no rave reviews and recitations have been met by either puzzled looks or blank expressions.
2,JM is playing Just found out that John Mayer is playing at the HiFi Bar at Swanston Street on 29th October That's exactly one month from today Woopeedoo Will definitely go check it out man...yay
2,Yay Oh happy happy sunshine song I have completed 3 of the essays due today and the 4th's due the day after the hols end.
2,Blooble the Flooble Oh where oh where has my flooble gone Oh where oh where can it be With its comments features And user interactivity Oh whereoh where can it be
2,RATE ME Just below the flooble box on your left there's a lil' place where you can rate my blog.
2,Tired... EEk..the last leg of my essay mash..trying to read all the stuff on domesticity for TV Cultures essay except I did EXACTLY what the readings said lotsa pple so with TV..watch it in the background.
2,I Recommend... Yep there's been a spate of hilarious eccentricity going on in the Wong household back in S'pore.
2,2 down... 2 more to go.
